lcl|PEKT02000007.1_mrna_1	B9J08_002585
lcl|PEKT02000008.1_mrna_4362	B9J08_004354
lcl|PEKT02000008.1_mrna_4363	B9J08_004355
lcl|PEKT02000008.1_mrna_4364	B9J08_004356
lcl|PEKT02000008.1_mrna_4365	B9J08_004357
lcl|PEKT02000008.1_mrna_4366	B9J08_004358
lcl|PEKT02000008.1_mrna_4367	B9J08_004359
lcl|PEKT02000008.1_mrna_4368	B9J08_004360
lcl|PEKT02000008.1_mrna_4369	B9J08_004361
lcl|PEKT02000008.1_mrna_4370	B9J08_004362
lcl|PEKT02000008.1_mrna_4371	B9J08_004363
lcl|PEKT02000008.1_mrna_4372	B9J08_004364
lcl|PEKT02000008.1_mrna_4373	B9J08_004365
lcl|PEKT02000008.1_mrna_4374	B9J08_004366
lcl|PEKT02000008.1_mrna_4375	B9J08_004367
lcl|PEKT02000008.1_mrna_4376	B9J08_004368
lcl|PEKT02000008.1_mrna_4377	B9J08_004369
lcl|PEKT02000008.1_mrna_4378	B9J08_004370
lcl|PEKT02000008.1_mrna_4379	B9J08_004371
lcl|PEKT02000008.1_mrna_4380	B9J08_004372
lcl|PEKT02000008.1_mrna_4381	B9J08_004373
lcl|PEKT02000008.1_mrna_4382	B9J08_004374
lcl|PEKT02000008.1_mrna_4383	B9J08_004375
lcl|PEKT02000008.1_mrna_4384	B9J08_004376
lcl|PEKT02000008.1_mrna_4385	B9J08_004377
lcl|PEKT02000008.1_mrna_4386	B9J08_004378
lcl|PEKT02000008.1_mrna_4387	B9J08_004379
lcl|PEKT02000008.1_mrna_4388	B9J08_004380
lcl|PEKT02000008.1_mrna_4389	B9J08_004381
lcl|PEKT02000008.1_mrna_4390	B9J08_004382
lcl|PEKT02000008.1_mrna_4391	B9J08_004383
lcl|PEKT02000008.1_mrna_4392	B9J08_004384
lcl|PEKT02000008.1_mrna_4393	B9J08_004385
lcl|PEKT02000008.1_mrna_4394	B9J08_004386
lcl|PEKT02000008.1_mrna_4395	B9J08_004387
lcl|PEKT02000008.1_mrna_4396	B9J08_004388
lcl|PEKT02000008.1_mrna_4397	B9J08_004389
lcl|PEKT02000008.1_mrna_4398	B9J08_004390
lcl|PEKT02000008.1_mrna_4399	B9J08_004391
lcl|PEKT02000008.1_mrna_4400	B9J08_004392
lcl|PEKT02000008.1_mrna_4401	B9J08_004393
lcl|PEKT02000008.1_mrna_4402	B9J08_004394
lcl|PEKT02000008.1_mrna_4403	B9J08_004395
lcl|PEKT02000008.1_mrna_4404	B9J08_004396
lcl|PEKT02000008.1_mrna_4405	B9J08_004397
lcl|PEKT02000008.1_mrna_4406	B9J08_004398
lcl|PEKT02000008.1_mrna_4407	B9J08_004399
lcl|PEKT02000008.1_mrna_4408	B9J08_004400
lcl|PEKT02000008.1_mrna_4409	B9J08_004401
lcl|PEKT02000008.1_mrna_4410	B9J08_004402
lcl|PEKT02000008.1_mrna_4411	B9J08_004403
lcl|PEKT02000008.1_mrna_4412	B9J08_004404
lcl|PEKT02000008.1_mrna_4413	B9J08_004405
lcl|PEKT02000008.1_mrna_4414	B9J08_004406
lcl|PEKT02000008.1_mrna_4415	B9J08_004407
lcl|PEKT02000008.1_mrna_4416	B9J08_004408
lcl|PEKT02000008.1_mrna_4417	B9J08_004409
lcl|PEKT02000008.1_mrna_4418	B9J08_004410
lcl|PEKT02000008.1_mrna_4419	B9J08_004411
lcl|PEKT02000008.1_mrna_4420	B9J08_004412
lcl|PEKT02000008.1_mrna_4421	B9J08_004413
lcl|PEKT02000008.1_mrna_4422	B9J08_004414
lcl|PEKT02000008.1_mrna_4423	B9J08_004415
lcl|PEKT02000008.1_mrna_4424	B9J08_004416
lcl|PEKT02000008.1_mrna_4425	B9J08_004417
lcl|PEKT02000008.1_mrna_4426	B9J08_004418
lcl|PEKT02000008.1_mrna_4427	B9J08_004419
lcl|PEKT02000008.1_mrna_4428	B9J08_004420
lcl|PEKT02000008.1_mrna_4429	B9J08_004421
lcl|PEKT02000008.1_mrna_4430	B9J08_004422
lcl|PEKT02000008.1_mrna_4431	B9J08_004423
lcl|PEKT02000008.1_mrna_4432	B9J08_004424
lcl|PEKT02000008.1_mrna_4433	B9J08_004425
lcl|PEKT02000008.1_mrna_4434	B9J08_004426
lcl|PEKT02000008.1_mrna_4435	B9J08_004427
lcl|PEKT02000008.1_mrna_4436	B9J08_004428
lcl|PEKT02000008.1_mrna_4437	B9J08_004429
lcl|PEKT02000008.1_mrna_4438	B9J08_004430
lcl|PEKT02000008.1_mrna_4439	B9J08_004431
lcl|PEKT02000008.1_mrna_4440	B9J08_004432
lcl|PEKT02000008.1_mrna_4441	B9J08_004433
lcl|PEKT02000008.1_mrna_4442	B9J08_004434
lcl|PEKT02000008.1_mrna_4443	B9J08_004435
lcl|PEKT02000008.1_mrna_4444	B9J08_004436
lcl|PEKT02000008.1_mrna_4445	B9J08_004437
lcl|PEKT02000008.1_mrna_4446	B9J08_004438
lcl|PEKT02000008.1_mrna_4447	B9J08_004439
lcl|PEKT02000008.1_mrna_4448	B9J08_004440
lcl|PEKT02000008.1_mrna_4449	B9J08_004441
lcl|PEKT02000008.1_mrna_4450	B9J08_004442
lcl|PEKT02000008.1_mrna_4451	B9J08_004443
lcl|PEKT02000008.1_mrna_4452	B9J08_004444
lcl|PEKT02000008.1_mrna_4453	B9J08_004445
lcl|PEKT02000008.1_mrna_4454	B9J08_004446
lcl|PEKT02000008.1_mrna_4455	B9J08_004447
lcl|PEKT02000008.1_mrna_4456	B9J08_004448
lcl|PEKT02000008.1_mrna_4457	B9J08_004449
lcl|PEKT02000008.1_mrna_4458	B9J08_004450
lcl|PEKT02000008.1_mrna_4459	B9J08_004451
lcl|PEKT02000008.1_mrna_4460	B9J08_004452
lcl|PEKT02000008.1_mrna_4461	B9J08_004453
lcl|PEKT02000008.1_mrna_4462	B9J08_004454
lcl|PEKT02000008.1_mrna_4463	B9J08_004455
lcl|PEKT02000008.1_mrna_4464	B9J08_004456
lcl|PEKT02000008.1_mrna_4465	B9J08_004457
lcl|PEKT02000008.1_mrna_4466	B9J08_004458
lcl|PEKT02000008.1_mrna_4467	B9J08_004459
lcl|PEKT02000008.1_mrna_4468	B9J08_004460
lcl|PEKT02000008.1_mrna_4469	B9J08_004461
lcl|PEKT02000008.1_mrna_4470	B9J08_004462
lcl|PEKT02000008.1_mrna_4471	B9J08_004463
lcl|PEKT02000008.1_mrna_4472	B9J08_004464
lcl|PEKT02000008.1_mrna_4473	B9J08_004465
lcl|PEKT02000008.1_mrna_4474	B9J08_004466
lcl|PEKT02000008.1_mrna_4475	B9J08_004467
lcl|PEKT02000008.1_mrna_4476	B9J08_004468
lcl|PEKT02000008.1_mrna_4477	B9J08_004469
lcl|PEKT02000004.1_mrna_4478	B9J08_001530
lcl|PEKT02000004.1_mrna_4479	B9J08_001531
lcl|PEKT02000004.1_mrna_4480	B9J08_001532
lcl|PEKT02000004.1_mrna_4481	B9J08_001533
lcl|PEKT02000004.1_mrna_4482	B9J08_001534
lcl|PEKT02000004.1_mrna_4483	B9J08_001535
lcl|PEKT02000004.1_mrna_4484	B9J08_001536
lcl|PEKT02000004.1_mrna_4485	B9J08_001537
lcl|PEKT02000004.1_mrna_4486	B9J08_001538
lcl|PEKT02000004.1_mrna_4487	B9J08_001539
lcl|PEKT02000004.1_mrna_4488	B9J08_001540
lcl|PEKT02000004.1_mrna_4489	B9J08_001541
lcl|PEKT02000004.1_mrna_4490	B9J08_001542
lcl|PEKT02000004.1_mrna_4491	B9J08_001543
lcl|PEKT02000004.1_mrna_4492	B9J08_001544
lcl|PEKT02000004.1_mrna_4493	B9J08_001545
lcl|PEKT02000004.1_mrna_4494	B9J08_001546
lcl|PEKT02000004.1_mrna_4495	B9J08_001547
lcl|PEKT02000004.1_mrna_4496	B9J08_001548
lcl|PEKT02000004.1_mrna_4497	B9J08_001549
lcl|PEKT02000004.1_mrna_4498	B9J08_001550
lcl|PEKT02000004.1_mrna_4499	B9J08_001551
lcl|PEKT02000004.1_mrna_4500	B9J08_001552
lcl|PEKT02000004.1_mrna_4501	B9J08_001553
lcl|PEKT02000004.1_mrna_4502	B9J08_001554
lcl|PEKT02000004.1_mrna_4503	B9J08_001555
lcl|PEKT02000004.1_mrna_4504	B9J08_001556
lcl|PEKT02000004.1_mrna_4505	B9J08_001557
lcl|PEKT02000004.1_mrna_4506	B9J08_001558
lcl|PEKT02000004.1_mrna_4507	B9J08_001559
lcl|PEKT02000004.1_mrna_4508	B9J08_001560
lcl|PEKT02000004.1_mrna_4509	B9J08_001561
lcl|PEKT02000004.1_mrna_4510	B9J08_001562
lcl|PEKT02000004.1_mrna_4511	B9J08_001563
lcl|PEKT02000004.1_mrna_4512	B9J08_001564
lcl|PEKT02000004.1_mrna_4513	B9J08_001565
lcl|PEKT02000004.1_mrna_4514	B9J08_001566
lcl|PEKT02000004.1_mrna_4515	B9J08_001567
lcl|PEKT02000004.1_mrna_4516	B9J08_001568
lcl|PEKT02000004.1_mrna_4517	B9J08_001569
lcl|PEKT02000004.1_mrna_4518	B9J08_001570
lcl|PEKT02000004.1_mrna_4519	B9J08_001571
lcl|PEKT02000004.1_mrna_4520	B9J08_001572
lcl|PEKT02000004.1_mrna_4521	B9J08_001573
lcl|PEKT02000004.1_mrna_4522	B9J08_001574
lcl|PEKT02000004.1_mrna_4523	B9J08_001575
lcl|PEKT02000004.1_mrna_4524	B9J08_001576
lcl|PEKT02000004.1_mrna_4525	B9J08_001577
lcl|PEKT02000004.1_mrna_4526	B9J08_001578
lcl|PEKT02000004.1_mrna_4527	B9J08_001579
lcl|PEKT02000004.1_mrna_4528	B9J08_001580
lcl|PEKT02000004.1_mrna_4529	B9J08_001581
lcl|PEKT02000004.1_mrna_4530	B9J08_001582
lcl|PEKT02000004.1_mrna_4531	B9J08_001584
lcl|PEKT02000004.1_mrna_4532	B9J08_001585
lcl|PEKT02000004.1_mrna_4533	B9J08_001586
lcl|PEKT02000004.1_mrna_4534	B9J08_001587
lcl|PEKT02000004.1_mrna_4535	B9J08_001588
lcl|PEKT02000004.1_mrna_4536	B9J08_001589
lcl|PEKT02000004.1_mrna_4537	B9J08_001590
lcl|PEKT02000004.1_mrna_4538	B9J08_001591
lcl|PEKT02000004.1_mrna_4539	B9J08_001592
lcl|PEKT02000004.1_mrna_4540	B9J08_001593
lcl|PEKT02000004.1_mrna_4541	B9J08_001594
lcl|PEKT02000004.1_mrna_4542	B9J08_001595
lcl|PEKT02000004.1_mrna_4543	B9J08_001596
lcl|PEKT02000004.1_mrna_4544	B9J08_001597
lcl|PEKT02000004.1_mrna_4545	B9J08_001598
lcl|PEKT02000004.1_mrna_4546	B9J08_001599
lcl|PEKT02000004.1_mrna_4547	B9J08_001600
lcl|PEKT02000004.1_mrna_4548	B9J08_001601
lcl|PEKT02000004.1_mrna_4549	B9J08_001602
lcl|PEKT02000004.1_mrna_4550	B9J08_001603
lcl|PEKT02000004.1_mrna_4551	B9J08_001604
lcl|PEKT02000004.1_mrna_4552	B9J08_001605
lcl|PEKT02000004.1_mrna_4553	B9J08_001606
lcl|PEKT02000004.1_mrna_4554	B9J08_001607
lcl|PEKT02000004.1_mrna_4555	B9J08_001608
lcl|PEKT02000004.1_mrna_4556	B9J08_001609
lcl|PEKT02000004.1_mrna_4557	B9J08_001610
lcl|PEKT02000004.1_mrna_4558	B9J08_001611
lcl|PEKT02000004.1_mrna_4559	B9J08_001612
lcl|PEKT02000004.1_mrna_4560	B9J08_001613
lcl|PEKT02000004.1_mrna_4561	B9J08_001614
lcl|PEKT02000004.1_mrna_4562	B9J08_001615
lcl|PEKT02000004.1_mrna_4563	B9J08_001616
lcl|PEKT02000004.1_mrna_4564	B9J08_001617
lcl|PEKT02000004.1_mrna_4565	B9J08_001618
lcl|PEKT02000004.1_mrna_4566	B9J08_001619
lcl|PEKT02000004.1_mrna_4567	B9J08_001620
lcl|PEKT02000004.1_mrna_4568	B9J08_001621
lcl|PEKT02000004.1_mrna_4569	B9J08_001622
lcl|PEKT02000004.1_mrna_4570	B9J08_001623
lcl|PEKT02000004.1_mrna_4571	B9J08_001624
lcl|PEKT02000004.1_mrna_4572	B9J08_001625
lcl|PEKT02000004.1_mrna_4573	B9J08_001626
lcl|PEKT02000004.1_mrna_4574	B9J08_001627
lcl|PEKT02000004.1_trna_4575	B9J08_001628
lcl|PEKT02000004.1_trna_4576	B9J08_001629
lcl|PEKT02000004.1_mrna_4577	B9J08_001630
lcl|PEKT02000004.1_mrna_4578	B9J08_001631
lcl|PEKT02000004.1_mrna_4579	B9J08_001632
lcl|PEKT02000004.1_mrna_4580	B9J08_001633
lcl|PEKT02000004.1_mrna_4581	B9J08_001634
lcl|PEKT02000004.1_mrna_4582	B9J08_001635
lcl|PEKT02000004.1_mrna_4583	B9J08_001636
lcl|PEKT02000004.1_mrna_4584	B9J08_001637
lcl|PEKT02000004.1_mrna_4585	B9J08_001638
lcl|PEKT02000004.1_mrna_4586	B9J08_001639
lcl|PEKT02000004.1_mrna_4587	B9J08_001640
lcl|PEKT02000004.1_mrna_4588	B9J08_001641
lcl|PEKT02000004.1_mrna_4589	B9J08_001642
lcl|PEKT02000004.1_mrna_4590	B9J08_001643
lcl|PEKT02000004.1_mrna_4591	B9J08_001644
lcl|PEKT02000004.1_mrna_4592	B9J08_001645
lcl|PEKT02000004.1_mrna_4593	B9J08_001646
lcl|PEKT02000004.1_mrna_4594	B9J08_001647
lcl|PEKT02000004.1_mrna_4595	B9J08_001648
lcl|PEKT02000004.1_mrna_4596	B9J08_001649
lcl|PEKT02000004.1_mrna_4597	B9J08_001650
lcl|PEKT02000004.1_mrna_4598	B9J08_001651
lcl|PEKT02000004.1_mrna_4599	B9J08_001652
lcl|PEKT02000004.1_mrna_4600	B9J08_001653
lcl|PEKT02000004.1_mrna_4601	B9J08_001654
lcl|PEKT02000004.1_mrna_4602	B9J08_001655
lcl|PEKT02000004.1_mrna_4603	B9J08_001656
lcl|PEKT02000004.1_mrna_4604	B9J08_001657
lcl|PEKT02000004.1_mrna_4605	B9J08_001658
lcl|PEKT02000004.1_mrna_4606	B9J08_001659
lcl|PEKT02000004.1_mrna_4607	B9J08_001660
lcl|PEKT02000004.1_trna_4608	B9J08_001661
lcl|PEKT02000004.1_trna_4609	B9J08_001662
lcl|PEKT02000004.1_mrna_4610	B9J08_001663
lcl|PEKT02000004.1_mrna_4611	B9J08_001664
lcl|PEKT02000004.1_mrna_4612	B9J08_001665
lcl|PEKT02000004.1_mrna_4613	B9J08_001666
lcl|PEKT02000004.1_mrna_4614	B9J08_001667
lcl|PEKT02000004.1_mrna_4615	B9J08_001668
lcl|PEKT02000004.1_mrna_4616	B9J08_001669
lcl|PEKT02000004.1_mrna_4617	B9J08_001670
lcl|PEKT02000004.1_mrna_4618	B9J08_001671
lcl|PEKT02000004.1_mrna_4619	B9J08_001672
lcl|PEKT02000004.1_mrna_4620	B9J08_001673
lcl|PEKT02000004.1_mrna_4621	B9J08_001674
lcl|PEKT02000004.1_mrna_4622	B9J08_001675
lcl|PEKT02000004.1_mrna_4623	B9J08_001676
lcl|PEKT02000004.1_mrna_4624	B9J08_001677
lcl|PEKT02000004.1_mrna_4625	B9J08_001678
lcl|PEKT02000004.1_mrna_4626	B9J08_001679
lcl|PEKT02000004.1_mrna_4627	B9J08_001680
lcl|PEKT02000004.1_mrna_4628	B9J08_001681
lcl|PEKT02000004.1_mrna_4629	B9J08_001682
lcl|PEKT02000004.1_mrna_4630	B9J08_001683
lcl|PEKT02000004.1_mrna_4631	B9J08_001684
lcl|PEKT02000004.1_mrna_4632	B9J08_001685
lcl|PEKT02000004.1_mrna_4633	B9J08_001686
lcl|PEKT02000004.1_mrna_4634	B9J08_001687
lcl|PEKT02000004.1_mrna_4635	B9J08_001688
lcl|PEKT02000004.1_mrna_4636	B9J08_001689
lcl|PEKT02000004.1_mrna_4637	B9J08_001690
lcl|PEKT02000004.1_mrna_4638	B9J08_001691
lcl|PEKT02000004.1_mrna_4639	B9J08_001692
lcl|PEKT02000004.1_mrna_4640	B9J08_001693
lcl|PEKT02000004.1_mrna_4641	B9J08_001694
lcl|PEKT02000004.1_mrna_4642	B9J08_001695
lcl|PEKT02000004.1_mrna_4643	B9J08_001696
lcl|PEKT02000004.1_mrna_4644	B9J08_001697
lcl|PEKT02000004.1_mrna_4645	B9J08_001698
lcl|PEKT02000004.1_mrna_4646	B9J08_001699
lcl|PEKT02000004.1_mrna_4647	B9J08_001700
lcl|PEKT02000004.1_mrna_4648	B9J08_001701
lcl|PEKT02000004.1_mrna_4649	B9J08_001702
lcl|PEKT02000004.1_mrna_4650	B9J08_001703
lcl|PEKT02000004.1_mrna_4651	B9J08_001704
lcl|PEKT02000004.1_mrna_4652	B9J08_001705
lcl|PEKT02000004.1_mrna_4653	B9J08_001706
lcl|PEKT02000004.1_mrna_4654	B9J08_001707
lcl|PEKT02000004.1_mrna_4655	B9J08_001708
lcl|PEKT02000004.1_mrna_4656	B9J08_001709
lcl|PEKT02000004.1_mrna_4657	B9J08_001710
lcl|PEKT02000004.1_mrna_4658	B9J08_001711
lcl|PEKT02000004.1_mrna_4659	B9J08_001712
lcl|PEKT02000004.1_mrna_4660	B9J08_001713
lcl|PEKT02000004.1_mrna_4661	B9J08_001714
lcl|PEKT02000004.1_mrna_4662	B9J08_001715
lcl|PEKT02000004.1_mrna_4663	B9J08_001716
lcl|PEKT02000004.1_mrna_4664	B9J08_001717
lcl|PEKT02000004.1_mrna_4665	B9J08_001718
lcl|PEKT02000004.1_mrna_4666	B9J08_001719
lcl|PEKT02000004.1_mrna_4667	B9J08_001720
lcl|PEKT02000004.1_mrna_4668	B9J08_001721
lcl|PEKT02000004.1_mrna_4669	B9J08_001722
lcl|PEKT02000004.1_mrna_4670	B9J08_001723
lcl|PEKT02000004.1_mrna_4671	B9J08_001724
lcl|PEKT02000004.1_mrna_4672	B9J08_001725
lcl|PEKT02000004.1_mrna_4673	B9J08_001726
lcl|PEKT02000004.1_mrna_4674	B9J08_001727
lcl|PEKT02000004.1_mrna_4675	B9J08_001728
lcl|PEKT02000004.1_mrna_4676	B9J08_001729
lcl|PEKT02000004.1_mrna_4677	B9J08_001730
lcl|PEKT02000004.1_mrna_4678	B9J08_001731
lcl|PEKT02000004.1_mrna_4679	B9J08_001732
lcl|PEKT02000004.1_mrna_4680	B9J08_001733
lcl|PEKT02000004.1_mrna_4681	B9J08_001734
lcl|PEKT02000004.1_mrna_4682	B9J08_001735
lcl|PEKT02000004.1_mrna_4683	B9J08_001736
lcl|PEKT02000004.1_mrna_4684	B9J08_001737
lcl|PEKT02000004.1_mrna_4685	B9J08_001738
lcl|PEKT02000004.1_mrna_4686	B9J08_001739
lcl|PEKT02000004.1_mrna_4687	B9J08_001740
lcl|PEKT02000004.1_mrna_4688	B9J08_001741
lcl|PEKT02000004.1_mrna_4689	B9J08_001742
lcl|PEKT02000004.1_mrna_4690	B9J08_001743
lcl|PEKT02000004.1_mrna_4691	B9J08_001744
lcl|PEKT02000004.1_mrna_4692	B9J08_001745
lcl|PEKT02000004.1_mrna_4693	B9J08_001746
lcl|PEKT02000004.1_mrna_4694	B9J08_001747
lcl|PEKT02000004.1_mrna_4695	B9J08_001748
lcl|PEKT02000004.1_mrna_4696	B9J08_001749
lcl|PEKT02000004.1_mrna_4697	B9J08_001750
lcl|PEKT02000004.1_mrna_4698	B9J08_001751
lcl|PEKT02000004.1_mrna_4699	B9J08_001752
lcl|PEKT02000004.1_mrna_4700	B9J08_001753
lcl|PEKT02000004.1_mrna_4701	B9J08_001754
lcl|PEKT02000004.1_mrna_4702	B9J08_001755
lcl|PEKT02000004.1_mrna_4703	B9J08_001756
lcl|PEKT02000004.1_mrna_4704	B9J08_001757
lcl|PEKT02000004.1_mrna_4705	B9J08_001758
lcl|PEKT02000004.1_mrna_4706	B9J08_001759
lcl|PEKT02000004.1_mrna_4707	B9J08_001760
lcl|PEKT02000004.1_mrna_4708	B9J08_001761
lcl|PEKT02000004.1_mrna_4709	B9J08_001762
lcl|PEKT02000004.1_mrna_4710	B9J08_001763
lcl|PEKT02000004.1_mrna_4711	B9J08_001764
lcl|PEKT02000004.1_mrna_4712	B9J08_001765
lcl|PEKT02000004.1_mrna_4713	B9J08_001766
lcl|PEKT02000004.1_mrna_4714	B9J08_001767
lcl|PEKT02000004.1_mrna_4715	B9J08_001768
lcl|PEKT02000004.1_mrna_4716	B9J08_001769
lcl|PEKT02000004.1_mrna_4717	B9J08_001770
lcl|PEKT02000004.1_mrna_4718	B9J08_001771
lcl|PEKT02000004.1_mrna_4719	B9J08_001772
lcl|PEKT02000004.1_mrna_4720	B9J08_001773
lcl|PEKT02000004.1_mrna_4721	B9J08_001774
lcl|PEKT02000004.1_mrna_4722	B9J08_001775
lcl|PEKT02000004.1_mrna_4723	B9J08_001776
lcl|PEKT02000004.1_mrna_4724	B9J08_001777
lcl|PEKT02000004.1_mrna_4725	B9J08_001778
lcl|PEKT02000004.1_mrna_4726	B9J08_001779
lcl|PEKT02000004.1_mrna_4727	B9J08_001780
lcl|PEKT02000004.1_mrna_4728	B9J08_001781
lcl|PEKT02000004.1_mrna_4729	B9J08_001782
lcl|PEKT02000004.1_mrna_4730	B9J08_001783
lcl|PEKT02000004.1_mrna_4731	B9J08_001784
lcl|PEKT02000004.1_mrna_4732	B9J08_001785
lcl|PEKT02000004.1_mrna_4733	B9J08_001786
lcl|PEKT02000004.1_mrna_4734	B9J08_001787
lcl|PEKT02000004.1_mrna_4735	B9J08_001788
lcl|PEKT02000004.1_mrna_4736	B9J08_001789
lcl|PEKT02000004.1_mrna_4737	B9J08_001790
lcl|PEKT02000004.1_mrna_4738	B9J08_001791
lcl|PEKT02000004.1_mrna_4739	B9J08_001792
lcl|PEKT02000004.1_mrna_4740	B9J08_001793
lcl|PEKT02000004.1_trna_4741	B9J08_001794
lcl|PEKT02000004.1_mrna_4742	B9J08_001795
lcl|PEKT02000004.1_mrna_4743	B9J08_001796
lcl|PEKT02000004.1_mrna_4744	B9J08_001797
lcl|PEKT02000004.1_mrna_4745	B9J08_001798
lcl|PEKT02000004.1_mrna_4746	B9J08_001799
lcl|PEKT02000004.1_mrna_4747	B9J08_001800
lcl|PEKT02000004.1_mrna_4748	B9J08_001801
lcl|PEKT02000004.1_mrna_4749	B9J08_001802
lcl|PEKT02000004.1_mrna_4750	B9J08_001803
lcl|PEKT02000004.1_mrna_4751	B9J08_001804
lcl|PEKT02000004.1_mrna_4752	B9J08_001805
lcl|PEKT02000004.1_mrna_4753	B9J08_001806
lcl|PEKT02000004.1_mrna_4754	B9J08_001807
lcl|PEKT02000004.1_mrna_4755	B9J08_001808
lcl|PEKT02000004.1_mrna_4756	B9J08_001809
lcl|PEKT02000004.1_mrna_4757	B9J08_001810
lcl|PEKT02000004.1_mrna_4758	B9J08_001811
lcl|PEKT02000004.1_mrna_4759	B9J08_001812
lcl|PEKT02000004.1_mrna_4760	B9J08_001813
lcl|PEKT02000004.1_mrna_4761	B9J08_001814
lcl|PEKT02000004.1_mrna_4762	B9J08_001815
lcl|PEKT02000004.1_mrna_4763	B9J08_001816
lcl|PEKT02000004.1_mrna_4764	B9J08_001817
lcl|PEKT02000004.1_mrna_4765	B9J08_001818
lcl|PEKT02000004.1_mrna_4766	B9J08_001819
lcl|PEKT02000004.1_mrna_4767	B9J08_001820
lcl|PEKT02000004.1_mrna_4768	B9J08_001821
lcl|PEKT02000004.1_mrna_4769	B9J08_001822
lcl|PEKT02000004.1_mrna_4770	B9J08_001823
lcl|PEKT02000004.1_mrna_4771	B9J08_001824
lcl|PEKT02000004.1_mrna_4772	B9J08_001825
lcl|PEKT02000004.1_mrna_4773	B9J08_001826
lcl|PEKT02000004.1_mrna_4774	B9J08_001827
lcl|PEKT02000004.1_mrna_4775	B9J08_001828
lcl|PEKT02000004.1_mrna_4776	B9J08_001829
lcl|PEKT02000004.1_mrna_4777	B9J08_001830
lcl|PEKT02000004.1_mrna_4778	B9J08_001831
lcl|PEKT02000004.1_mrna_4779	B9J08_001832
lcl|PEKT02000004.1_mrna_4780	B9J08_001833
lcl|PEKT02000004.1_mrna_4781	B9J08_001834
lcl|PEKT02000004.1_mrna_4782	B9J08_001835
lcl|PEKT02000004.1_mrna_4783	B9J08_001836
lcl|PEKT02000004.1_mrna_4784	B9J08_001837
lcl|PEKT02000004.1_mrna_4785	B9J08_001838
lcl|PEKT02000004.1_mrna_4786	B9J08_001839
lcl|PEKT02000004.1_mrna_4787	B9J08_001840
lcl|PEKT02000004.1_mrna_4788	B9J08_001841
lcl|PEKT02000004.1_mrna_4789	B9J08_001842
lcl|PEKT02000004.1_mrna_4790	B9J08_001843
lcl|PEKT02000004.1_mrna_4791	B9J08_001844
lcl|PEKT02000004.1_mrna_4792	B9J08_001845
lcl|PEKT02000004.1_mrna_4793	B9J08_001846
lcl|PEKT02000004.1_mrna_4794	B9J08_001847
lcl|PEKT02000004.1_mrna_4795	B9J08_001848
lcl|PEKT02000004.1_mrna_4796	B9J08_001849
lcl|PEKT02000004.1_mrna_4797	B9J08_001850
lcl|PEKT02000004.1_mrna_4798	B9J08_001851
lcl|PEKT02000004.1_mrna_4799	B9J08_001852
lcl|PEKT02000004.1_mrna_4800	B9J08_001853
lcl|PEKT02000004.1_mrna_4801	B9J08_001854
lcl|PEKT02000004.1_mrna_4802	B9J08_001855
lcl|PEKT02000004.1_mrna_4803	B9J08_001856
lcl|PEKT02000004.1_mrna_4804	B9J08_001857
lcl|PEKT02000004.1_mrna_4805	B9J08_001858
lcl|PEKT02000004.1_mrna_4806	B9J08_001859
lcl|PEKT02000004.1_mrna_4807	B9J08_001860
lcl|PEKT02000004.1_mrna_4808	B9J08_001861
lcl|PEKT02000004.1_mrna_4809	B9J08_001862
lcl|PEKT02000004.1_mrna_4810	B9J08_001863
lcl|PEKT02000004.1_mrna_4811	B9J08_001864
lcl|PEKT02000004.1_mrna_4812	B9J08_001865
lcl|PEKT02000004.1_mrna_4813	B9J08_001866
lcl|PEKT02000004.1_mrna_4814	B9J08_001867
lcl|PEKT02000004.1_mrna_4815	B9J08_001868
lcl|PEKT02000004.1_mrna_4816	B9J08_001869
lcl|PEKT02000004.1_mrna_4817	B9J08_001870
lcl|PEKT02000004.1_mrna_4818	B9J08_001871
lcl|PEKT02000004.1_mrna_4819	B9J08_001872
lcl|PEKT02000004.1_mrna_4820	B9J08_001873
lcl|PEKT02000004.1_mrna_4821	B9J08_001874
lcl|PEKT02000004.1_mrna_4822	B9J08_001875
lcl|PEKT02000004.1_mrna_4823	B9J08_001876
lcl|PEKT02000004.1_mrna_4824	B9J08_001877
lcl|PEKT02000004.1_mrna_4825	B9J08_001878
lcl|PEKT02000004.1_mrna_4826	B9J08_001879
lcl|PEKT02000004.1_mrna_4827	B9J08_001880
lcl|PEKT02000004.1_mrna_4828	B9J08_001881
lcl|PEKT02000004.1_mrna_4829	B9J08_001882
lcl|PEKT02000004.1_mrna_4830	B9J08_001883
lcl|PEKT02000004.1_mrna_4831	B9J08_001884
lcl|PEKT02000004.1_mrna_4832	B9J08_001885
lcl|PEKT02000004.1_trna_4833	B9J08_001886
lcl|PEKT02000004.1_mrna_4834	B9J08_001887
lcl|PEKT02000004.1_mrna_4835	B9J08_001888
lcl|PEKT02000004.1_mrna_4836	B9J08_001889
lcl|PEKT02000004.1_mrna_4837	B9J08_001890
lcl|PEKT02000004.1_mrna_4838	B9J08_001891
lcl|PEKT02000004.1_mrna_4839	B9J08_001892
lcl|PEKT02000004.1_mrna_4840	B9J08_001893
lcl|PEKT02000004.1_mrna_4841	B9J08_001894
lcl|PEKT02000004.1_mrna_4842	B9J08_001895
lcl|PEKT02000004.1_mrna_4843	B9J08_001896
